input_prompt,question,correct_answers,output_prediction,processed_answer
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: The Jurassic period is known for the appearance on earth of what?\nA:""]",The Jurassic period is known for the appearance on earth of what?,"['nonavian dinosaur', 'ornithoscelida', 'dinosauria', 'death of dinosaurs', 'pachypodes', 'nonavian dinosaurs', 'dinosaurian', 'dinosaurs', 'dinasour', 'triassic dinosaurs', 'phytodinosaur', 'dinosur', 'dinosuar', 'dinosaurology', 'discovery of dinosaurs', 'pachypodosauria', 'pandinosauria', 'death of dinosaurs', 'dinosaur', 'jurassic dinosaurs', 'dinosoor', 'dinosor', 'herbivore dinosaurs', 'death of dinosaurs', 'dinosour', 'phytodinosauria']"," Dinosaurs
Q: What is the", Dinosaurs
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: The gravesite of what American writer, buried in Baltimore, is mysteriously visited every January 19th, to receive a toast of cognac and 3 roses?\nA:""]","The gravesite of what American writer, buried in Baltimore, is mysteriously visited every January 19th, to receive a toast of cognac and 3 roses?","['edgar alen poe', 'edgar allan poe', 'ea poe', 'edgar allen poe', 'edgar allen poe', 'life of edgar allan poe', 'poean', 'poe edgar allen', 'edgar poe', 'edgar allan poe and stories he has written', 'edgar allan poes literary influence', 'edger allen poe', 'edgar allan poe', 'ea poe', 'literary influence of edgar allan poe', 'bostonian', 'e poe', 'poesque', 'henri le rennet', 'eddy is no more', 'e poe', 'ea poe', 'edgar alan poe', 'edgar allan po', 'poe', 'edgar allan poes tales of mystery and terror']"," F. Scott Fitzgerald
Q: What", F. Scott Fitzgerald
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Which is the most southerly country of the EU?\nA:""]",Which is the most southerly country of the EU?,"['health in malta', 'malta country', 'sport in malta', 'republic of malta g c', 'malta gc', 'architecture of malta', 'repubblika tamalta', 'maltese islands', 'malta', 'list of islands of malta', 'iso 31661mt', 'islands of malta malta', 'malta g c', 'repubblika ta malta', 'republic of malta', 'etymology of malta', 'maltese islands', 'maltese archipelago', 'name of malta', 'souvereign military order of malta']"," Malta
Q: Who was the first", Malta
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Nine of the ten tallest buildings in Germany are in which city?\nA:""]",Nine of the ten tallest buildings in Germany are in which city?,"['frankfortonthemain', 'frankfurt am main germany', 'unlocodedefra', 'frankfortonthemaine', 'frankfort on main', 'frankfurtonthemain', 'frankfortmain', 'franckford', 'frankfurt am main germany', 'frankfurtammain germany', 'frankfort on main', 'frankfurt am', 'frankfurt main', 'franfurt', 'frankfurt main', 'frankfurt am main hesse', 'frankfurtammain', 'frankfurtonmain', 'frankfurt state', 'frankfortammain', 'frankfurt hesse', 'frankfurt am main', 'frankfurt–ammain', 'frankfortonmain', 'mainhattan', 'frankfurt germany', 'frankfurtammain', 'frankfurt', 'frankfurtmain', 'frankfurt on main', 'frankfurt am main', 'frankfurt on main', 'frankfort on main']"," Frankfurt
Q: Who was the first", Frankfurt
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Who wrote Fantasia on a Theme by Thomas Tallis ?\nA:""]",Who wrote Fantasia on a Theme by Thomas Tallis ?,"['ralph vaughan williams', 'ballets by ralph vaughan williams', 'ralph vaughanwilliams', 'ralph vaughan williams', 'ralph von willams', 'vaughn williams', 'vaughan williams om', 'vaughn williams', 'vaughanwilliams', 'vaughan williams', 'ralph van williams', 'vaughnwilliams', '22ralph vaughnwilliams22', 'ralph vaughn williams', 'ralph vaughan williams om', 'ralph vaughan williams', 'ralph vaughnwilliams', 'vaughan williams']"," Ralph Vaughan Williams
Q: What is", Ralph Vaughan Williams
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: In what decade was Darwin's 'On the Origin of Species' first published?\nA:""]",In what decade was Darwin's 'On the Origin of Species' first published?,"['1850s', '1850–1859', '1850s', '18501859', 'eighteenfifties']"," 50s
Q: In which", 50s
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: The 'Master Cutler' was a regular train service from Sheffield to which London Mainline rail terminus?\nA:""]",The 'Master Cutler' was a regular train service from Sheffield to which London Mainline rail terminus?,"['st pancras', 'saint pancras', 'st pancreas', 'st pancras church', 'pangratios', 'st pancras disambiguation', 'st pancras', 'st pancras', 'pankratios', 'st pancras disambiguation']"," Fenchurch Street
Q: Which", Fenchurch Street
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: During Margaret Thatcher's years as Prime Minister, there were three Chancellors of the Exchequer. Geoffrey Howe and Nigel Lawson were two, but who was the other one?\nA:""]","During Margaret Thatcher's years as Prime Minister, there were three Chancellors of the Exchequer. Geoffrey Howe and Nigel Lawson were two, but who was the other one?","['john major', 'major john', 'premiership of john major', 'major administration', 'majorism', 'bastardgate', 'major john roy', 'john major', 'john roy major']"," John Major
Q: Who was the", John Major
"['Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world\'s biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: """"""Andre 3000"""" & """"Big Boi"""" make up which hip hop duo?""\nA:']","""""""Andre 3000"""" & """"Big Boi"""" make up which hip hop duo?""","['outkast', 'outkast', '10 hard way', 'outkast band', 'aquemeni records', 'two shades deep', '2 shades deep']"," Outkast
Q: What is", Outkast
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Which hormone helps control ovulation?\nA:""]",Which hormone helps control ovulation?,"['receptors lh', 'lh surge', 'leutenizing hormone', 'ovulation prediction kit', 'luteinizing', 'pee stick', 'interstitialcell stimulating hormone', 'lh kit', 'atcvet code qg03ga07', 'lutropin alfa', 'lutropin', 'lutenizing hormone', 'luteinizing hormone', 'lh test', 'luteinising hormone', 'luveris', 'leutinizing hormone', 'interstitial cell stimulating hormone', 'lutenising hormone', 'lutenizing hormone', 'ovulation predictor kit', 'atc code g03ga07', 'luteinizing hormone', 'luteinising hormone', 'interstitial cell stimulating hormone']"," Progesterone
Q: What", Progesterone
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Charles Rennie Mackintosh was a leading exponent of which art movement around the 1900's?\nA:""]",Charles Rennie Mackintosh was a leading exponent of which art movement around the 1900's?,"['artnouveau', 'die jugend', 'art noveau', 'jugenstil', 'art noveau', 'modern style', 'art nouveau jewellery', 'art nouveau', 'modern style', 'jugend style', 'art nouveau', 'art nouveau', 'stile liberty', 'jugendstil', 'jungenstil']"," Art Nouveau
Q: In which", Art Nouveau
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: In which country is the Deccan Plateau?\nA:""]",In which country is the Deccan Plateau?,"['ഭാരത മഹാരാജ്യം', 'هندستانڀارت،', 'भारतीय गणराज्याच्या', 'bhārtiya prajāsattāk', 'indian republic', 'ভারতরাষ্টৃ', 'indian republic', 'ಭಾರತ ಗಣರಾಜ್ಯ', 'union of india', 'இந்தியக் குடியரசு', 'भारतीय प्रजासत्ताक', 'india country', 'iso 31661in', 'indea', 'etymology of india', 'ভারত গণরাজ্য', 'republic of india', 'india', 'ભારતીય ગણતંત્ર', 'ভারত', 'republic of india', 'les indes', 'bhārat gaṇarājya', 'جمہوٗرِیت بًارت', 'भारतमहाराज्यम्', 'indya', 'bharat ganrajya', 'جمہوریہ بھارت', 'இந்திய', 'ଭାରତ ଗଣରାଜ୍ଯ', 'भारत गणराज्य', 'republic of india', 'जुम्हूरियत भारत', 'hindio', 'republic of india', 'భారత గణతంత్ర రాజ్యము', 'indias', 'hindistan', 'ਭਾਰਤ ਗਣਤੰਤਰ', 'bhart', 'india', 'భారత రిపబ్లిక్', 'india', 'ভাৰত গণৰাজ্য', 'indian state', 'iso 31661 alpha3ind', 'ভারতীয় প্রজাতন্ত্র']"," India
Q: Who was the first", India
