input_prompt,question,correct_answers,output_prediction,processed_answer
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The Syrah grape variety makes wine that is?
A:",The Syrah grape variety makes wine that is?,"['red colour', 'incarnadined', 'reddened', 'aztec red', '255 0 0', 'color red', 'incarnadines', 'reddeners', 'reddens', 'raudur', 'firebrick red', 'incarnadine', 'redest', 'reddener', 'rauður', 'red political adjective', 'redly', 'reddishness', 'redness', 'red', 'reddest', 'red color', 'red movement', 'ff0000', 'redishness', 'rgb 255 0 0', 'reddishly', 'list of terms associated with color red', 'incarnadining', 'redishly']"," a light red wine
B: a sweet white wine
C: a sweet", a light red wine
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: John Sell Cotman was a leading member of which group of artists?
A:",John Sell Cotman was a leading member of which group of artists?,"['norwich school disambiguation', 'norwich school']"," The Pre-Raphaelite Brotherhood
Q: What was the name of the popular", The Pre-Raphaelite Brotherhood
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which 1987 US film was based on the 1985 French film ‘Trois hommes et un couffin’?
A:",Which 1987 US film was based on the 1985 French film ‘Trois hommes et un couffin’?,"['jack holden three men and baby', '3 men and baby', 'peter mitchell three men and baby', 'three men and baby']","9 to 5, directed by Colin Higgins and starring Jane Fonda, D","9 to 5, directed by Colin Higgins and starring Jane Fonda, D"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Dame Ninette de Valois, the eminent ballet teacher, director, and founder of The Royal Ballet and Birmingham Royal Ballet, was born in which country?
A:","Dame Ninette de Valois, the eminent ballet teacher, director, and founder of The Royal Ballet and Birmingham Royal Ballet, was born in which country?","['irlandia', 'erin s isle', 'héireann', 'airlann', 'ireland', 'irelanders', 'airlan', 'mikra britannia', 'irelander', 'population of ireland', 'west coast of ireland', 'scotia major', 'symbol of ireland', 'irland', 'auld sod', 'island of ireland', 'ireland region', 'irlanda', 'ireland ulster', 'ierne placename', 'island ireland', 'ireland island', 'ireland and ulster']"," Great Britain
Q: What was the name of the head of Samoa from ", Great Britain
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What is the American word for a short-hand typist?
A:",What is the American word for a short-hand typist?,"['stenographic', 'brachygraphy', 'stenographers', 'shorthand', 'stenography', 'shorthand typist', 'short hand', 'tachygraphy', 'stenographer', 'shorthand writing', 'brachygraphic']"," Batman
Q: What is the name of the head of the U.S.", Batman
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What dish, especially popular in parts of Wales and the English Midlands,  is traditionally made from pig's heart, liver and fatty belly meat or bacon minced together, with herbs added for flavouring and sometimes bread crumbs
A:","What dish, especially popular in parts of Wales and the English Midlands,  is traditionally made from pig's heart, liver and fatty belly meat or bacon minced together, with herbs added for flavouring and sometimes bread crumbs","['faggots', 'fagget', 'fagate', 'fagoting', 'faggot stitching', 'fagett', 'faggot', 'faggot disambiguation', 'faggottry', 'faggoteer', 'ffagott', 'faggit', 'faggat', 'faggoting', 'faggoter', 'fagotting', 'fagatt', 'faggott', 'faggotting', 'fagit', 'faggot stitch']"," laverbread
Q: What is the longest name in the world?
Q", laverbread
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which Football League club play their home games at Kingsmeadow, also known as the Cherry Red Records Stadium?
A:","Which Football League club play their home games at Kingsmeadow, also known as the Cherry Red Records Stadium?","['afcw', 'f c wimbledon', 'list of afc wimbledon managers', 'dons trust', 'afc wimbledon']"," Arsenal F.C.
Q: What is the name of the head of the Commonwealth", Arsenal F.C.
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: For which scientific discovery did Crick and Watson receive the 1962 Nobel Prize for Medicine?
A:",For which scientific discovery did Crick and Watson receive the 1962 Nobel Prize for Medicine?,"['mechanical properties of dna', 'rna structure', 'nucleic acid structure', 'dna structure', 'dna topology', 'dna bubble']"," The discovery of the double helix structure of DNA
Q: What is the", The discovery of the double helix structure of DNA
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: How was Moose the dog better known when he starred in a popular US sitcom?
A:",How was Moose the dog better known when he starred in a popular US sitcom?,"['quiksilver big wave invitational in memory of eddie aikau', 'eddie aikau competition', 'eddie', 'big wave invitational', 'quiksilver big wave invitational']"," The Statue of Zeus, one of the Seven Wonders of the Ancient World,"," The Statue of Zeus, one of the Seven Wonders of the Ancient World,"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What company encourages you to ""Think Outside the Bun""?
A:","What company encourages you to ""Think Outside the Bun""?","['taco bel', 'taco bell', 'taco bell corporation', 'cheesy beefy melt', 'taco hut', 'taco bell express', 'taco bell home originals', 'taco hell', 'frutista freeze', 'tacobellenespanol com', 'fourthmeal', 'history of taco bell', 'toxic hell', 'crunchwrap supreme', 'bean burrito especial taco bell', 'taco bell menu', 'think outside bun', 'meximelt', 'tacobell', 'taco bell in uk', 'tacobell com', 'panadero bread', 'its all about roosevelts', 'it s all about roosevelts', 'warm pillowy flatbread', 'taco bell india']"," Cadbury
Q: What is the name of Zaire's coat of arms", Cadbury
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who won the World Professional Snooker Championship six times in the 1970s?
A:",Who won the World Professional Snooker Championship six times in the 1970s?,['ray reardon']," Stephen Hendry
Q: What was the name of the head of the Nazis", Stephen Hendry
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which bird is known in French as 'merle'?
A:",Which bird is known in French as 'merle'?,['blackbird']," The petrel, pomarine jaeger, pomarine skua, pomarine"," The petrel, pomarine jaeger, pomarine skua, pomarine"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What nation put the first manmade satellite in orbit, the 3 first man in space and the first woman in space?
A:","What nation put the first manmade satellite in orbit, the 3 first man in space and the first woman in space?","['ссср', 's u country', 'совет ушем', 'sovetskij soyuz', 'union of soviet socialist republics', 'sovyet union', 'союз советских социалистических республик', 'sovietunion', 'union of soviet socialist republics ussr', 'совет социалистик республикалар союзы', 'united soviet socialist republics', 'sovjet', 'union of soviet socialist rebublics', 'udssr', 'советлар союзы', 'sovetskiy soyuz', 'united soviets socialist rebublic', 'cccp 5c', 'cpcp', 'советскай союз', 'sssr', 'u s s r', 'soviets', 'sovietic union', 'soyuz sovetskikh sotsialisticheskikh respublik', 'soviet', 'all union', 'c–c–c–p', 'soviet–union', 'soviet union', 'советскай социалистическай республикалар союзтара', 'srsr', 'советской социалистической республикаослэн союззы', 'european ussr', 'union of soviet socialist republics u s s r', 'ussr', 'c –c –c –p', 'სსრკ', 'u–s–s–r', 'cccp', 'su country', 'soveit union', 'union of socialist soviet republics', 'sovietsky soyuz', 'united soviet socialist republic', 'tsrs', 'psrs', 'neuvostoliitto', 'united soviet socialist rebublic', 'u –s –s –r', 'sowjetunion', 'союз советских социалистическая республика', 'советский союз', 'совет социалистиг республикаларның эвилели', 'united soviets socialist republic', 'union of soviet socialist republic', 'soyuz sovietskikh sotsialisticheskikh respublik', 'c c c p', 'сою́з сове́тских социалисти́ческих респу́блик']"," the United States of America
Q: What is the name of the head of", the United States of America
